@relation accelerometer_features

@attribute fft_coef_0000 numeric
@attribute fft_coef_0001 numeric
@attribute fft_coef_0002 numeric
@attribute fft_coef_0003 numeric
@attribute fft_coef_0004 numeric
@attribute fft_coef_0005 numeric
@attribute fft_coef_0006 numeric
@attribute fft_coef_0007 numeric
@attribute fft_coef_0008 numeric
@attribute fft_coef_0009 numeric
@attribute fft_coef_0010 numeric
@attribute fft_coef_0011 numeric
@attribute fft_coef_0012 numeric
@attribute fft_coef_0013 numeric
@attribute fft_coef_0014 numeric
@attribute fft_coef_0015 numeric
@attribute fft_coef_0016 numeric
@attribute fft_coef_0017 numeric
@attribute fft_coef_0018 numeric
@attribute fft_coef_0019 numeric
@attribute fft_coef_0020 numeric
@attribute fft_coef_0021 numeric
@attribute fft_coef_0022 numeric
@attribute fft_coef_0023 numeric
@attribute fft_coef_0024 numeric
@attribute fft_coef_0025 numeric
@attribute fft_coef_0026 numeric
@attribute fft_coef_0027 numeric
@attribute fft_coef_0028 numeric
@attribute fft_coef_0029 numeric
@attribute fft_coef_0030 numeric
@attribute fft_coef_0031 numeric
@attribute fft_coef_0032 numeric
@attribute fft_coef_0033 numeric
@attribute fft_coef_0034 numeric
@attribute fft_coef_0035 numeric
@attribute fft_coef_0036 numeric
@attribute fft_coef_0037 numeric
@attribute fft_coef_0038 numeric
@attribute fft_coef_0039 numeric
@attribute fft_coef_0040 numeric
@attribute fft_coef_0041 numeric
@attribute fft_coef_0042 numeric
@attribute fft_coef_0043 numeric
@attribute fft_coef_0044 numeric
@attribute fft_coef_0045 numeric
@attribute fft_coef_0046 numeric
@attribute fft_coef_0047 numeric
@attribute fft_coef_0048 numeric
@attribute fft_coef_0049 numeric
@attribute fft_coef_0050 numeric
@attribute fft_coef_0051 numeric
@attribute fft_coef_0052 numeric
@attribute fft_coef_0053 numeric
@attribute fft_coef_0054 numeric
@attribute fft_coef_0055 numeric
@attribute fft_coef_0056 numeric
@attribute fft_coef_0057 numeric
@attribute fft_coef_0058 numeric
@attribute fft_coef_0059 numeric
@attribute fft_coef_0060 numeric
@attribute fft_coef_0061 numeric
@attribute fft_coef_0062 numeric
@attribute fft_coef_0063 numeric
@attribute max numeric
@attribute label {standing,walking,running,others}

@data
17.077624,0.589146,0.337679,0.540759,0.470513,0.389806,0.070196,0.358806,0.145679,0.200798,0.097418,0.003206,0.150864,0.242365,0.123534,0.050134,0.162231,0.178905,0.114762,0.12612,0.103813,0.116809,0.046475,0.173008,0.137741,0.130556,0.030205,0.05301,0.019878,0.104416,0.048172,0.129142,0.075029,0.129142,0.048172,0.104416,0.019878,0.05301,0.030205,0.130556,0.137741,0.173008,0.046475,0.116809,0.103813,0.12612,0.114762,0.178905,0.162231,0.050134,0.123534,0.242365,0.150864,0.003206,0.097418,0.200798,0.145679,0.358806,0.070196,0.389806,0.470513,0.540759,0.337679,0.589146,0.329263,standing
16.861075,0.771929,0.236723,0.135937,0.262046,0.678453,0.154604,0.267735,0.108176,0.204224,0.13917,0.253819,0.036211,0.110454,0.25017,0.127634,0.106423,0.184178,0.082749,0.150767,0.066702,0.053335,0.034555,0.121886,0.102706,0.067413,0.105884,0.073641,0.083789,0.015317,0.019765,0.034106,0.018641,0.034106,0.019765,0.015317,0.083789,0.073641,0.105884,0.067413,0.102706,0.121886,0.034555,0.053335,0.066702,0.150767,0.082749,0.184178,0.106423,0.127634,0.25017,0.110454,0.036211,0.253819,0.13917,0.204224,0.108176,0.267735,0.154604,0.678453,0.262046,0.135937,0.236723,0.771929,0.316816,standing
19.270144,1.108629,1.429386,0.354645,1.278648,0.278104,0.41577,0.184345,0.103655,0.122937,0.11384,0.237264,0.116623,0.171727,0.278505,0.127009,0.116092,0.038573,0.147367,0.149716,0.083688,0.220582,0.044359,0.124536,0.091212,0.06081,0.154266,0.151772,0.061926,0.087195,0.028302,0.086099,0.243181,0.086099,0.028302,0.087195,0.061926,0.151772,0.154266,0.06081,0.091212,0.124536,0.044359,0.220582,0.083688,0.149716,0.147367,0.038573,0.116092,0.127009,0.278505,0.171727,0.116623,0.237264,0.11384,0.122937,0.103655,0.184345,0.41577,0.278104,1.278648,0.354645,1.429386,1.108629,0.407873,standing
20.714494,2.061822,1.004791,0.750096,2.045038,0.788576,0.580538,0.307009,0.225092,0.047012,0.0661,0.151744,0.115498,0.235352,0.263425,0.159317,0.14752,0.116847,0.109621,0.242204,0.235869,0.143141,0.168157,0.045699,0.131939,0.088329,0.013469,0.071554,0.015559,0.169514,0.116374,0.274403,0.050812,0.274403,0.116374,0.169514,0.015559,0.071554,0.013469,0.088329,0.131939,0.045699,0.168157,0.143141,0.235869,0.242204,0.109621,0.116847,0.14752,0.159317,0.263425,0.235352,0.115498,0.151744,0.0661,0.047012,0.225092,0.307009,0.580538,0.788576,2.045038,0.750096,1.004791,2.061822,0.538976,standing
20.095641,0.963615,0.886737,0.652213,0.945146,0.817274,0.089042,0.147218,0.11832,0.133527,0.220211,0.289188,0.111234,0.084435,0.205727,0.070775,0.159163,0.227381,0.073425,0.042652,0.079865,0.231306,0.371438,0.051465,0.190914,0.085604,0.128809,0.169429,0.170424,0.27033,0.229462,0.157598,0.016475,0.157598,0.229462,0.27033,0.170424,0.169429,0.128809,0.085604,0.190914,0.051465,0.371438,0.231306,0.079865,0.042652,0.073425,0.227381,0.159163,0.070775,0.205727,0.084435,0.111234,0.289188,0.220211,0.133527,0.11832,0.147218,0.089042,0.817274,0.945146,0.652213,0.886737,0.963615,0.435201,standing
17.881301,0.19898,0.660011,0.98767,0.441614,0.302282,0.348019,0.366483,0.14062,0.184828,0.142823,0.156233,0.16363,0.060191,0.089039,0.048732,0.031567,0.311011,0.085572,0.149508,0.082408,0.072232,0.140357,0.128823,0.143709,0.190269,0.057101,0.198818,0.087763,0.089721,0.059023,0.066144,0.064933,0.066144,0.059023,0.089721,0.087763,0.198818,0.057101,0.190269,0.143709,0.128823,0.140357,0.072232,0.082408,0.149508,0.085572,0.311011,0.031567,0.048732,0.089039,0.060191,0.16363,0.156233,0.142823,0.184828,0.14062,0.366483,0.348019,0.302282,0.441614,0.98767,0.660011,0.19898,0.350461,standing
17.31722,0.33176,0.381162,0.514559,0.811929,0.214184,0.526107,0.213653,0.149695,0.051441,0.227871,0.249552,0.162823,0.093779,0.075168,0.156265,0.0927,0.092486,0.122566,0.267484,0.144259,0.186009,0.11035,0.051668,0.066031,0.017339,0.051224,0.029804,0.044437,0.061847,0.018244,0.015653,0.013981,0.015653,0.018244,0.061847,0.044437,0.029804,0.051224,0.017339,0.066031,0.051668,0.11035,0.186009,0.144259,0.267484,0.122566,0.092486,0.0927,0.156265,0.075168,0.093779,0.162823,0.249552,0.227871,0.051441,0.149695,0.213653,0.526107,0.214184,0.811929,0.514559,0.381162,0.33176,0.348397,standing
18.586419,0.607621,0.353823,1.114369,0.305577,0.783837,0.268117,0.681541,0.397471,0.186883,0.175886,0.148583,0.151611,0.070814,0.11592,0.061673,0.174135,0.189038,0.055564,0.197434,0.167661,0.160305,0.186943,0.139758,0.125915,0.127046,0.062867,0.181713,0.096375,0.167866,0.029141,0.099606,0.199011,0.099606,0.029141,0.167866,0.096375,0.181713,0.062867,0.127046,0.125915,0.139758,0.186943,0.160305,0.167661,0.197434,0.055564,0.189038,0.174135,0.061673,0.11592,0.070814,0.151611,0.148583,0.175886,0.186883,0.397471,0.681541,0.268117,0.783837,0.305577,1.114369,0.353823,0.607621,0.419353,standing
18.182898,0.546272,0.599664,0.963999,1.345561,0.81083,0.451138,0.198465,0.385591,0.162273,0.029433,0.060317,0.11905,0.125927,0.086595,0.280637,0.121051,0.263377,0.177966,0.080817,0.175734,0.063341,0.051129,0.094919,0.133061,0.227923,0.115817,0.26877,0.135011,0.212219,0.224471,0.264261,0.1772,0.264261,0.224471,0.212219,0.135011,0.26877,0.115817,0.227923,0.133061,0.094919,0.051129,0.063341,0.175734,0.080817,0.177966,0.263377,0.121051,0.280637,0.086595,0.125927,0.11905,0.060317,0.029433,0.162273,0.385591,0.198465,0.451138,0.81083,1.345561,0.963999,0.599664,0.546272,0.38771,standing
16.756778,0.563735,0.574684,0.787689,0.250805,0.704087,0.07918,0.288232,0.363859,0.138734,0.197478,0.357306,0.15823,0.075971,0.022414,0.12641,0.086873,0.263431,0.140656,0.198041,0.200744,0.211651,0.087173,0.270232,0.095757,0.044438,0.13904,0.127426,0.150458,0.027508,0.057848,0.065244,0.115026,0.065244,0.057848,0.027508,0.150458,0.127426,0.13904,0.044438,0.095757,0.270232,0.087173,0.211651,0.200744,0.198041,0.140656,0.263431,0.086873,0.12641,0.022414,0.075971,0.15823,0.357306,0.197478,0.138734,0.363859,0.288232,0.07918,0.704087,0.250805,0.787689,0.574684,0.563735,0.344657,standing
19.301112,1.41265,0.908999,2.728983,1.729252,0.179294,0.531273,0.537277,0.278033,0.150219,0.422913,0.189211,0.227018,0.178993,0.183142,0.186215,0.09309,0.019306,0.146696,0.105476,0.133981,0.010774,0.114541,0.108031,0.062219,0.120186,0.155972,0.122751,0.085941,0.069265,0.0457,0.075021,0.065567,0.075021,0.0457,0.069265,0.085941,0.122751,0.155972,0.120186,0.062219,0.108031,0.114541,0.010774,0.133981,0.105476,0.146696,0.019306,0.09309,0.186215,0.183142,0.178993,0.227018,0.189211,0.422913,0.150219,0.278033,0.537277,0.531273,0.179294,1.729252,2.728983,0.908999,1.41265,0.440211,standing
18.458598,1.177739,0.125417,0.831596,1.331565,0.356838,0.575731,0.19257,0.16583,0.246962,0.197538,0.27194,0.080334,0.055644,0.097216,0.273507,0.143534,0.068855,0.102879,0.099861,0.082743,0.16103,0.101243,0.104555,0.108245,0.051624,0.1058,0.058408,0.062971,0.049309,0.055382,0.061851,0.051943,0.061851,0.055382,0.049309,0.062971,0.058408,0.1058,0.051624,0.108245,0.104555,0.101243,0.16103,0.082743,0.099861,0.102879,0.068855,0.143534,0.273507,0.097216,0.055644,0.080334,0.27194,0.197538,0.246962,0.16583,0.19257,0.575731,0.356838,1.331565,0.831596,0.125417,1.177739,0.389868,standing
16.843135,0.610104,1.114389,1.175307,2.160576,0.877761,0.945701,0.31997,0.335223,0.162789,0.277046,0.105978,0.326571,0.012806,0.040734,0.07494,0.027846,0.154012,0.133263,0.13349,0.080702,0.22523,0.095412,0.149025,0.037236,0.045975,0.086249,0.057913,0.113186,0.086679,0.043094,0.097852,0.014631,0.097852,0.043094,0.086679,0.113186,0.057913,0.086249,0.045975,0.037236,0.149025,0.095412,0.22523,0.080702,0.13349,0.133263,0.154012,0.027846,0.07494,0.040734,0.012806,0.326571,0.105978,0.277046,0.162789,0.335223,0.31997,0.945701,0.877761,2.160576,1.175307,1.114389,0.610104,0.464278,standing
26.420465,0.421034,4.081451,0.893974,2.289619,0.278485,0.522758,0.865875,0.577427,0.418527,0.466755,0.258711,0.435805,0.101704,0.379913,0.196157,0.179111,0.158446,0.232875,0.171855,0.090405,0.234213,0.20939,0.604544,0.289369,0.251435,0.275786,0.209711,0.04228,0.232788,0.181968,0.059001,0.078356,0.059001,0.181968,0.232788,0.04228,0.209711,0.275786,0.251435,0.289369,0.604544,0.20939,0.234213,0.090405,0.171855,0.232875,0.158446,0.179111,0.196157,0.379913,0.101704,0.435805,0.258711,0.466755,0.418527,0.577427,0.865875,0.522758,0.278485,2.289619,0.893974,4.081451,0.421034,0.639391,standing
18.344481,1.742835,0.694256,0.34143,1.300001,0.291848,0.908237,0.643821,0.349942,0.304394,0.308154,0.104124,0.190035,0.210529,0.287681,0.226966,0.224797,0.084223,0.133872,0.24315,0.117872,0.077914,0.173496,0.102952,0.291571,0.14148,0.120455,0.130828,0.105966,0.240357,0.276319,0.203939,0.051704,0.203939,0.276319,0.240357,0.105966,0.130828,0.120455,0.14148,0.291571,0.102952,0.173496,0.077914,0.117872,0.24315,0.133872,0.084223,0.224797,0.226966,0.287681,0.210529,0.190035,0.104124,0.308154,0.304394,0.349942,0.643821,0.908237,0.291848,1.300001,0.34143,0.694256,1.742835,0.456925,standing
32.673223,4.635458,4.863558,1.133391,1.193248,1.222854,0.744848,0.206714,0.445809,0.613954,0.319794,0.247476,0.214665,0.150088,0.230619,0.131991,0.088393,0.299772,0.184663,0.202869,0.039984,0.25551,0.067319,0.087139,0.172013,0.184798,0.092033,0.013451,0.029482,0.10682,0.081434,0.021121,0.082215,0.021121,0.081434,0.10682,0.029482,0.013451,0.092033,0.184798,0.172013,0.087139,0.067319,0.25551,0.039984,0.202869,0.184663,0.299772,0.088393,0.131991,0.230619,0.150088,0.214665,0.247476,0.319794,0.613954,0.445809,0.206714,0.744848,1.222854,1.193248,1.133391,4.863558,4.635458,0.762846,standing
30.258187,7.868475,5.699713,1.071364,5.195123,2.283471,2.321778,0.691829,1.089008,0.756087,0.355543,0.413017,0.237407,0.166994,0.14057,0.126125,0.181371,0.149205,0.234773,0.100597,0.314284,0.116398,0.090531,0.261871,0.261123,0.085434,0.060538,0.089035,0.090602,0.128456,0.141801,0.150478,0.200006,0.150478,0.141801,0.128456,0.090602,0.089035,0.060538,0.085434,0.261123,0.261871,0.090531,0.116398,0.314284,0.100597,0.234773,0.149205,0.181371,0.126125,0.14057,0.166994,0.237407,0.413017,0.355543,0.756087,1.089008,0.691829,2.321778,2.283471,5.195123,1.071364,5.699713,7.868475,1.114392,standing
38.127011,6.95947,5.372784,5.304018,2.345712,3.054549,0.75331,0.829343,0.952856,0.905654,0.79293,0.58935,0.404875,0.110802,0.266009,0.56949,0.408314,0.357046,0.259631,0.358178,0.268704,0.321429,0.196213,0.40503,0.227994,0.437746,0.449668,0.227778,0.324397,0.18493,0.105128,0.189919,0.214765,0.189919,0.105128,0.18493,0.324397,0.227778,0.449668,0.437746,0.227994,0.40503,0.196213,0.321429,0.268704,0.358178,0.259631,0.357046,0.408314,0.56949,0.266009,0.110802,0.404875,0.58935,0.79293,0.905654,0.952856,0.829343,0.75331,3.054549,2.345712,5.304018,5.372784,6.95947,1.059244,standing
25.416634,4.089788,6.987064,3.823978,1.620588,0.588305,0.895906,0.844515,0.772016,0.385622,0.665607,0.517241,0.497298,0.439964,0.364598,0.309685,0.066942,0.153036,0.353632,0.251103,0.257979,0.367078,0.241146,0.137056,0.388538,0.36992,0.325701,0.132363,0.022892,0.341084,0.281001,0.31658,0.083004,0.31658,0.281001,0.341084,0.022892,0.132363,0.325701,0.36992,0.388538,0.137056,0.241146,0.367078,0.257979,0.251103,0.353632,0.153036,0.066942,0.309685,0.364598,0.439964,0.497298,0.517241,0.665607,0.385622,0.772016,0.844515,0.895906,0.588305,1.620588,3.823978,6.987064,4.089788,0.731317,standing
31.144984,1.320606,4.509186,2.29602,1.367715,0.337395,0.159794,0.169283,0.220045,0.207181,0.061774,0.331405,0.162353,0.15104,0.16258,0.085807,0.143832,0.203186,0.051979,0.107192,0.306319,0.136356,0.188574,0.103127,0.115783,0.240605,0.058013,0.211697,0.2647,0.206991,0.206432,0.257544,0.538054,0.257544,0.206432,0.206991,0.2647,0.211697,0.058013,0.240605,0.115783,0.103127,0.188574,0.136356,0.306319,0.107192,0.051979,0.203186,0.143832,0.085807,0.16258,0.15104,0.162353,0.331405,0.061774,0.207181,0.220045,0.169283,0.159794,0.337395,1.367715,2.29602,4.509186,1.320606,0.736399,standing
22.359538,1.98286,1.099156,2.515602,1.388657,0.368569,0.129956,0.395192,0.011204,0.178058,0.288577,0.231431,0.333775,0.179695,0.269248,0.198948,0.073909,0.131603,0.201579,0.031495,0.113596,0.089666,0.17558,0.144032,0.070961,0.164955,0.063708,0.021338,0.05976,0.039602,0.076461,0.062301,0.027875,0.062301,0.076461,0.039602,0.05976,0.021338,0.063708,0.164955,0.070961,0.144032,0.17558,0.089666,0.113596,0.031495,0.201579,0.131603,0.073909,0.198948,0.269248,0.179695,0.333775,0.231431,0.288577,0.178058,0.011204,0.395192,0.129956,0.368569,1.388657,2.515602,1.099156,1.98286,0.532797,standing
23.784215,1.632234,2.831404,1.642415,1.110498,0.723996,0.675567,0.287016,0.208572,0.148135,0.189455,0.039642,0.086335,0.080148,0.142623,0.222504,0.048133,0.119343,0.08337,0.101838,0.052039,0.086326,0.083725,0.102986,0.113466,0.067078,0.173692,0.03536,0.050394,0.057109,0.044507,0.058294,0.051913,0.058294,0.044507,0.057109,0.050394,0.03536,0.173692,0.067078,0.113466,0.102986,0.083725,0.086326,0.052039,0.101838,0.08337,0.119343,0.048133,0.222504,0.142623,0.080148,0.086335,0.039642,0.189455,0.148135,0.208572,0.287016,0.675567,0.723996,1.110498,1.642415,2.831404,1.632234,0.544937,standing
23.524969,1.22714,2.802588,0.554333,1.674999,0.551441,0.580372,0.304241,0.150732,0.139991,0.188642,0.037648,0.217856,0.316263,0.122485,0.046015,0.091641,0.132421,0.081062,0.152865,0.068012,0.033212,0.179916,0.113635,0.127684,0.125298,0.07228,0.051147,0.057825,0.160343,0.067037,0.056159,0.037954,0.056159,0.067037,0.160343,0.057825,0.051147,0.07228,0.125298,0.127684,0.113635,0.179916,0.033212,0.068012,0.152865,0.081062,0.132421,0.091641,0.046015,0.122485,0.316263,0.217856,0.037648,0.188642,0.139991,0.150732,0.304241,0.580372,0.551441,1.674999,0.554333,2.802588,1.22714,0.491022,standing
20.774943,0.620202,0.570547,1.004942,1.370316,0.282229,0.575858,0.447024,0.267558,0.010034,0.187969,0.154106,0.230316,0.172343,0.217289,0.056915,0.038657,0.087036,0.192698,0.101845,0.199902,0.26507,0.112023,0.306185,0.31091,0.082614,0.205281,0.180022,0.049942,0.149372,0.154434,0.184476,0.286235,0.184476,0.154434,0.149372,0.049942,0.180022,0.205281,0.082614,0.31091,0.306185,0.112023,0.26507,0.199902,0.101845,0.192698,0.087036,0.038657,0.056915,0.217289,0.172343,0.230316,0.154106,0.187969,0.010034,0.267558,0.447024,0.575858,0.282229,1.370316,1.004942,0.570547,0.620202,0.446948,standing
18.773274,1.39116,0.337438,2.095738,0.941998,0.708078,0.309844,0.118216,0.154013,0.359423,0.368612,0.413325,0.154486,0.180621,0.086055,0.157834,0.169158,0.110298,0.251967,0.323834,0.093012,0.231832,0.183217,0.284328,0.121128,0.044668,0.102538,0.217243,0.131021,0.148114,0.056072,0.080785,0.049119,0.080785,0.056072,0.148114,0.131021,0.217243,0.102538,0.044668,0.121128,0.284328,0.183217,0.231832,0.093012,0.323834,0.251967,0.110298,0.169158,0.157834,0.086055,0.180621,0.154486,0.413325,0.368612,0.359423,0.154013,0.118216,0.309844,0.708078,0.941998,2.095738,0.337438,1.39116,0.441621,standing
18.654972,0.418237,1.10763,1.249434,0.287202,0.581314,0.100239,0.286484,0.169509,0.2011,0.317724,0.006799,0.247405,0.190476,0.088979,0.119514,0.215811,0.04944,0.057413,0.093235,0.037351,0.073147,0.079564,0.032436,0.113123,0.005246,0.114585,0.053515,0.052314,0.055244,0.016766,0.056745,0.085514,0.056745,0.016766,0.055244,0.052314,0.053515,0.114585,0.005246,0.113123,0.032436,0.079564,0.073147,0.037351,0.093235,0.057413,0.04944,0.215811,0.119514,0.088979,0.190476,0.247405,0.006799,0.317724,0.2011,0.169509,0.286484,0.100239,0.581314,0.287202,1.249434,1.10763,0.418237,0.371546,standing
17.33719,0.967581,0.404272,1.279308,0.996123,0.384038,0.192956,0.22368,0.121758,0.058404,0.137853,0.137921,0.063232,0.100618,0.068221,0.102138,0.05653,0.172174,0.178061,0.114724,0.036762,0.032253,0.06563,0.098641,0.112529,0.043273,0.124194,0.040303,0.088292,0.061863,0.055427,0.016581,0.033773,0.016581,0.055427,0.061863,0.088292,0.040303,0.124194,0.043273,0.112529,0.098641,0.06563,0.032253,0.036762,0.114724,0.178061,0.172174,0.05653,0.102138,0.068221,0.100618,0.063232,0.137921,0.137853,0.058404,0.121758,0.22368,0.192956,0.384038,0.996123,1.279308,0.404272,0.967581,0.359944,standing
19.866414,2.398436,1.672922,1.123887,1.154712,0.510526,0.182652,0.180507,0.158905,0.266977,0.062146,0.175104,0.142089,0.164757,0.049357,0.074487,0.072075,0.076779,0.018369,0.201592,0.07233,0.027548,0.132385,0.102121,0.097445,0.140133,0.109115,0.078992,0.055247,0.185257,0.021817,0.072411,0.089986,0.072411,0.021817,0.185257,0.055247,0.078992,0.109115,0.140133,0.097445,0.102121,0.132385,0.027548,0.07233,0.201592,0.018369,0.076779,0.072075,0.074487,0.049357,0.164757,0.142089,0.175104,0.062146,0.266977,0.158905,0.180507,0.182652,0.510526,1.154712,1.123887,1.672922,2.398436,0.488285,standing
18.875739,0.428404,0.583331,1.470482,0.43897,0.756313,0.344959,0.251329,0.204642,0.233906,0.327796,0.226853,0.018009,0.244323,0.353324,0.090705,0.277652,0.171605,0.155515,0.058579,0.077892,0.101968,0.130348,0.047046,0.076602,0.197626,0.105165,0.049648,0.168242,0.090995,0.118446,0.1809,0.027692,0.1809,0.118446,0.090995,0.168242,0.049648,0.105165,0.197626,0.076602,0.047046,0.130348,0.101968,0.077892,0.058579,0.155515,0.171605,0.277652,0.090705,0.353324,0.244323,0.018009,0.226853,0.327796,0.233906,0.204642,0.251329,0.344959,0.756313,0.43897,1.470482,0.583331,0.428404,0.486241,standing
18.668324,0.347684,1.431779,1.316498,1.406367,0.630999,0.184676,0.187112,0.018236,0.091565,0.166368,0.21828,0.287915,0.050682,0.0678,0.111158,0.162163,0.166985,0.278925,0.10533,0.143835,0.174524,0.277538,0.203956,0.129344,0.272,0.136303,0.062716,0.102916,0.155103,0.105355,0.160675,0.210837,0.160675,0.105355,0.155103,0.102916,0.062716,0.136303,0.272,0.129344,0.203956,0.277538,0.174524,0.143835,0.10533,0.278925,0.166985,0.162163,0.111158,0.0678,0.050682,0.287915,0.21828,0.166368,0.091565,0.018236,0.187112,0.184676,0.630999,1.406367,1.316498,1.431779,0.347684,0.460135,standing
18.614506,0.779137,1.316234,0.955004,0.935285,0.450759,0.247412,0.51667,0.274195,0.075113,0.108956,0.106129,0.224195,0.161715,0.140553,0.136522,0.181585,0.147861,0.047058,0.103031,0.018114,0.112434,0.04362,0.157495,0.056979,0.056845,0.1926,0.135744,0.06461,0.010178,0.081369,0.056268,0.107415,0.056268,0.081369,0.010178,0.06461,0.135744,0.1926,0.056845,0.056979,0.157495,0.04362,0.112434,0.018114,0.103031,0.047058,0.147861,0.181585,0.136522,0.140553,0.161715,0.224195,0.106129,0.108956,0.075113,0.274195,0.51667,0.247412,0.450759,0.935285,0.955004,1.316234,0.779137,0.413781,standing
17.517339,0.404931,1.207972,0.545133,0.598732,0.403809,0.333937,0.378659,0.108155,0.242963,0.195912,0.168162,0.122981,0.247484,0.045607,0.114337,0.097903,0.015874,0.127066,0.143131,0.211525,0.045886,0.140458,0.065345,0.038509,0.042544,0.102077,0.108012,0.064403,0.036086,0.058244,0.109125,0.067664,0.109125,0.058244,0.036086,0.064403,0.108012,0.102077,0.042544,0.038509,0.065345,0.140458,0.045886,0.211525,0.143131,0.127066,0.015874,0.097903,0.114337,0.045607,0.247484,0.122981,0.168162,0.195912,0.242963,0.108155,0.378659,0.333937,0.403809,0.598732,0.545133,1.207972,0.404931,0.386249,standing
17.31042,0.244366,0.778571,0.341003,0.424927,0.056608,0.310689,0.099998,0.077071,0.162844,0.124985,0.200459,0.189597,0.062932,0.059635,0.029039,0.145416,0.099795,0.06785,0.21985,0.044371,0.124413,0.011406,0.118975,0.053376,0.034439,0.09049,0.182166,0.072303,0.096505,0.076094,0.073723,0.036069,0.073723,0.076094,0.096505,0.072303,0.182166,0.09049,0.034439,0.053376,0.118975,0.011406,0.124413,0.044371,0.21985,0.06785,0.099795,0.145416,0.029039,0.059635,0.062932,0.189597,0.200459,0.124985,0.162844,0.077071,0.099998,0.310689,0.056608,0.424927,0.341003,0.778571,0.244366,0.338266,standing
16.865779,0.333921,0.850441,0.77892,0.558513,0.171093,0.252079,0.091776,0.105952,0.284582,0.086963,0.126136,0.145779,0.147428,0.080373,0.106882,0.222957,0.082392,0.228038,0.066374,0.262331,0.05429,0.228336,0.103577,0.040635,0.07897,0.263338,0.159779,0.086306,0.209285,0.201646,0.19365,0.035228,0.19365,0.201646,0.209285,0.086306,0.159779,0.263338,0.07897,0.040635,0.103577,0.228336,0.05429,0.262331,0.066374,0.228038,0.082392,0.222957,0.106882,0.080373,0.147428,0.145779,0.126136,0.086963,0.284582,0.105952,0.091776,0.252079,0.171093,0.558513,0.77892,0.850441,0.333921,0.335215,standing
18.332615,0.926381,1.776404,0.775144,0.90903,0.233645,0.375133,0.25503,0.063726,0.116298,0.388607,0.061936,0.136686,0.070755,0.224945,0.058441,0.189548,0.041165,0.057409,0.038583,0.065249,0.158883,0.18309,0.098931,0.034982,0.219651,0.060524,0.251703,0.026528,0.247583,0.041839,0.212296,0.029879,0.212296,0.041839,0.247583,0.026528,0.251703,0.060524,0.219651,0.034982,0.098931,0.18309,0.158883,0.065249,0.038583,0.057409,0.041165,0.189548,0.058441,0.224945,0.070755,0.136686,0.061936,0.388607,0.116298,0.063726,0.25503,0.375133,0.233645,0.90903,0.775144,1.776404,0.926381,0.455579,standing
17.018842,0.623087,0.33653,0.322585,0.455042,0.314837,0.142431,0.045836,0.121962,0.213224,0.245168,0.117548,0.101976,0.294228,0.181732,0.035362,0.158608,0.239544,0.106113,0.185936,0.046058,0.071107,0.114479,0.039917,0.065351,0.093555,0.119602,0.095639,0.020105,0.121764,0.135316,0.107022,0.01461,0.107022,0.135316,0.121764,0.020105,0.095639,0.119602,0.093555,0.065351,0.039917,0.114479,0.071107,0.046058,0.185936,0.106113,0.239544,0.158608,0.035362,0.181732,0.294228,0.101976,0.117548,0.245168,0.213224,0.121962,0.045836,0.142431,0.314837,0.455042,0.322585,0.33653,0.623087,0.328989,standing
16.959275,0.450853,0.762105,0.259418,0.106462,0.383474,0.283861,0.283307,0.103618,0.149224,0.03651,0.032465,0.052534,0.117498,0.144814,0.029408,0.088013,0.203727,0.063832,0.083805,0.147244,0.094713,0.253286,0.058703,0.085543,0.065936,0.062348,0.093042,0.025026,0.078975,0.049797,0.028681,0.000684,0.028681,0.049797,0.078975,0.025026,0.093042,0.062348,0.065936,0.085543,0.058703,0.253286,0.094713,0.147244,0.083805,0.063832,0.203727,0.088013,0.029408,0.144814,0.117498,0.052534,0.032465,0.03651,0.149224,0.103618,0.283307,0.283861,0.383474,0.106462,0.259418,0.762105,0.450853,0.326254,standing
16.776319,0.867808,0.439702,0.476536,0.165053,0.441051,0.071787,0.192023,0.134378,0.207606,0.217817,0.095965,0.100148,0.067544,0.108621,0.093021,0.138119,0.065054,0.148777,0.023979,0.122973,0.134473,0.062996,0.114831,0.061314,0.114349,0.085519,0.103586,0.138075,0.034392,0.066288,0.057984,0.072892,0.057984,0.066288,0.034392,0.138075,0.103586,0.085519,0.114349,0.061314,0.114831,0.062996,0.134473,0.122973,0.023979,0.148777,0.065054,0.138119,0.093021,0.108621,0.067544,0.100148,0.095965,0.217817,0.207606,0.134378,0.192023,0.071787,0.441051,0.165053,0.476536,0.439702,0.867808,0.330791,standing
17.097071,1.045818,0.583359,0.318817,0.427908,0.491153,0.235075,0.22236,0.192737,0.17393,0.217335,0.145534,0.260047,0.19029,0.217791,0.008421,0.166372,0.130379,0.09251,0.235423,0.232526,0.154211,0.017413,0.255948,0.052302,0.116054,0.096297,0.205273,0.283557,0.135273,0.282613,0.163383,0.141713,0.163383,0.282613,0.135273,0.283557,0.205273,0.096297,0.116054,0.052302,0.255948,0.017413,0.154211,0.232526,0.235423,0.09251,0.130379,0.166372,0.008421,0.217791,0.19029,0.260047,0.145534,0.217335,0.17393,0.192737,0.22236,0.235075,0.491153,0.427908,0.318817,0.583359,1.045818,0.354919,standing
